"s","l","n"
"http://dbpedia.org/resource/Inghams_Enterprises","http://dbpedia.org/resource/Australia",9000
"http://dbpedia.org/resource/Impark","http://dbpedia.org/resource/Canada",9000
"http://dbpedia.org/resource/Biotronik","http://dbpedia.org/resource/Germany",9000
"http://dbpedia.org/resource/LEDVANCE","http://dbpedia.org/resource/Germany",9000
"http://dbpedia.org/resource/Mosmetrostroy","http://dbpedia.org/resource/Russia",9000
"http://dbpedia.org/resource/Comau","http://dbpedia.org/resource/Italy",9000
"http://dbpedia.org/resource/WM-data","http://dbpedia.org/resource/Sweden",9000
"http://dbpedia.org/resource/Egyptalum","http://dbpedia.org/resource/Egypt",9000
"http://dbpedia.org/resource/William_Low","http://dbpedia.org/resource/United_Kingdom",8981
"http://dbpedia.org/resource/William_Low","http://dbpedia.org/resource/Scotland",8981
"http://dbpedia.org/resource/Peñoles","http://dbpedia.org/resource/Mexico",8967
"http://dbpedia.org/resource/Taiwan_Cooperative_Bank","http://dbpedia.org/resource/Taiwan",8948
"http://dbpedia.org/resource/Cargills_(Ceylon)","http://dbpedia.org/resource/Sri_Lanka",8932
"http://dbpedia.org/resource/Ülker","http://dbpedia.org/resource/Turkey",8923
"http://dbpedia.org/resource/ATEbank","http://dbpedia.org/resource/Greece",8915
"http://dbpedia.org/resource/Banesto","http://dbpedia.org/resource/Spain",8905
"http://dbpedia.org/resource/Columbia_Sportswear","http://dbpedia.org/resource/United_States",8900
"http://dbpedia.org/resource/Punjab_&_Sind_Bank","http://dbpedia.org/resource/India",8862
"http://dbpedia.org/resource/Yandex","http://dbpedia.org/resource/Russia",8854
"http://dbpedia.org/resource/Celgene","http://dbpedia.org/resource/United_States",8852
"http://dbpedia.org/resource/Asics","http://dbpedia.org/resource/Kobe,_Japan",8823
"http://dbpedia.org/resource/Oracle_Financial_Services_Software","http://dbpedia.org/resource/India",8818
"http://dbpedia.org/resource/Screwfix","http://dbpedia.org/resource/Somerset",8804
"http://dbpedia.org/resource/VFS_Global","http://dbpedia.org/resource/United_Arab_Emirates",8790
"http://dbpedia.org/resource/National_Company_of_Lignite_Oltenia","http://dbpedia.org/resource/Romania",8765
"http://dbpedia.org/resource/UDG_Healthcare","http://dbpedia.org/resource/Ireland",8700
"http://dbpedia.org/resource/Mayr-Melnhof","http://dbpedia.org/resource/Austria",8680
"http://dbpedia.org/resource/Premier_FMCG","http://dbpedia.org/resource/South_Africa",8650
"http://dbpedia.org/resource/L'Occitane_en_Provence","http://dbpedia.org/resource/France",8630
"http://dbpedia.org/resource/Kakao","http://dbpedia.org/resource/South_Korea",8602
"http://dbpedia.org/resource/Morgan_Advanced_Materials","http://dbpedia.org/resource/United_Kingdom",8600
"http://dbpedia.org/resource/West_Fraser_Timber","http://dbpedia.org/resource/Canada",8600
"http://dbpedia.org/resource/Xansa","http://dbpedia.org/resource/France",8600
"http://dbpedia.org/resource/Esprit_Holdings","http://dbpedia.org/resource/Hong_Kong",8600
"http://dbpedia.org/resource/Xansa","http://dbpedia.org/resource/India",8600
"http://dbpedia.org/resource/Xansa","http://dbpedia.org/resource/UK",8600
"http://dbpedia.org/resource/Netflix","http://dbpedia.org/resource/Buckinghamshire",8600
"http://dbpedia.org/resource/West_Fraser_Timber","http://dbpedia.org/resource/British_Columbia",8600
"http://dbpedia.org/resource/Mayora_Indah","http://dbpedia.org/resource/Indonesia",8584
"http://dbpedia.org/resource/Veidekke","http://dbpedia.org/resource/Norway",8577
"http://dbpedia.org/resource/Hero_MotoCorp","http://dbpedia.org/resource/India",8551
"http://dbpedia.org/resource/Reliance_Power","http://dbpedia.org/resource/India",8550
"http://dbpedia.org/resource/EVN_Group","http://dbpedia.org/resource/Austria",8540
"http://dbpedia.org/resource/Banco_Português_de_Investimento","http://dbpedia.org/resource/Portugal",8529
"http://dbpedia.org/resource/Bank_of_Ceylon","http://dbpedia.org/resource/Sri_Lanka",8503
"http://dbpedia.org/resource/Hera_Group","http://dbpedia.org/resource/Italy",8502
"http://dbpedia.org/resource/Cia._Hering","http://dbpedia.org/resource/Brazil",8501
"http://dbpedia.org/resource/Prasarana_Malaysia","http://dbpedia.org/resource/Malaysia",8500
"http://dbpedia.org/resource/Terminix","http://dbpedia.org/resource/United_States",8500
"http://dbpedia.org/resource/Rumo_S.A.","http://dbpedia.org/resource/Brazil",8500
"http://dbpedia.org/resource/Hanwha_Q_Cells","http://dbpedia.org/resource/Germany",8500
"http://dbpedia.org/resource/Hanwha_Q_Cells","http://dbpedia.org/resource/South_Korea",8500
"http://dbpedia.org/resource/EClerx","http://dbpedia.org/resource/India",8500
"http://dbpedia.org/resource/Tata_Communications","http://dbpedia.org/resource/India",8500
"http://dbpedia.org/resource/GlenDimplex","http://dbpedia.org/resource/Ireland",8500
"http://dbpedia.org/resource/Industrias_Kaiser_Argentina","http://dbpedia.org/resource/Argentina",8500
"http://dbpedia.org/resource/Petroleum_Development_Oman","http://dbpedia.org/resource/Oman",8500
"http://dbpedia.org/resource/Cimpor","http://dbpedia.org/resource/Portugal",8490
"http://dbpedia.org/resource/Shengqu_Games","http://dbpedia.org/resource/China",8431
"http://dbpedia.org/resource/Roussel_Uclaf","http://dbpedia.org/resource/France",8409
"http://dbpedia.org/resource/Zhejiang_Tailong_Commercial_Bank","http://dbpedia.org/resource/People's_Republic_of_China",8404
"http://dbpedia.org/resource/Agnico_Eagle_Mines_Limited","http://dbpedia.org/resource/Canada",8400
"http://dbpedia.org/resource/Rexall_(Canada)","http://dbpedia.org/resource/Canada",8400
"http://dbpedia.org/resource/Easy_(store)","http://dbpedia.org/resource/Chile",8400
"http://dbpedia.org/resource/Československá_obchodní_banka","http://dbpedia.org/resource/Slovakia",8318
"http://dbpedia.org/resource/Československá_obchodní_banka","http://dbpedia.org/resource/Czech_Republic",8318
"http://dbpedia.org/resource/Mediq","http://dbpedia.org/resource/Netherlands",8286
"http://dbpedia.org/resource/Heijmans","http://dbpedia.org/resource/Netherlands",8220
"http://dbpedia.org/resource/PacSun","http://dbpedia.org/resource/United_States",8200
"http://dbpedia.org/resource/National_Beef","http://dbpedia.org/resource/United_States",8200
"http://dbpedia.org/resource/HSBC_Bank_Argentina","http://dbpedia.org/resource/Argentina",8131
"http://dbpedia.org/resource/Bank_of_Taiwan","http://dbpedia.org/resource/Taiwan",8122
"http://dbpedia.org/resource/Regeneron_Pharmaceuticals","http://dbpedia.org/resource/United_States",8100
"http://dbpedia.org/resource/Giordano_(store)","http://dbpedia.org/resource/Hong_Kong",8100
"http://dbpedia.org/resource/Toto_Ltd.","http://dbpedia.org/resource/Japan",8034
"http://dbpedia.org/resource/Senior_plc","http://dbpedia.org/resource/United_Kingdom",8025
"http://dbpedia.org/resource/Senior_plc","http://dbpedia.org/resource/Hertfordshire",8025
"http://dbpedia.org/resource/Tororo_Cement_Limited","http://dbpedia.org/resource/Uganda",8000
"http://dbpedia.org/resource/Renewi","http://dbpedia.org/resource/United_Kingdom",8000
"http://dbpedia.org/resource/Rexam","http://dbpedia.org/resource/United_Kingdom",8000
"http://dbpedia.org/resource/Valhi,_Inc.","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/Valor_Security_Services","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/The_Guardian_Life_Insurance_Company_of_America","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/B.L._Harbert_International","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/Michels_Corporation","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/American_Apparel","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/Acts_Retirement-Life_Communities","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/TransUnion","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/Visionworks","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/Hawker_Beechcraft","http://dbpedia.org/resource/United_States",8000
"http://dbpedia.org/resource/B2W","http://dbpedia.org/resource/Brazil",8000
"http://dbpedia.org/resource/Cyrela_Brazil_Realty","http://dbpedia.org/resource/Brazil",8000
"http://dbpedia.org/resource/Grupo_Corripio","http://dbpedia.org/resource/Dominican_Republic",8000
"http://dbpedia.org/resource/Optus","http://dbpedia.org/resource/Australia",8000
"http://dbpedia.org/resource/Star_Entertainment_Group","http://dbpedia.org/resource/Australia",8000
"http://dbpedia.org/resource/Camso","http://dbpedia.org/resource/Canada",8000
"http://dbpedia.org/resource/Thales_Alenia_Space","http://dbpedia.org/resource/France",8000
"http://dbpedia.org/resource/Suguna_Foods","http://dbpedia.org/resource/India",8000
"http://dbpedia.org/resource/Ghadir_Investment_Company","http://dbpedia.org/resource/Iran",8000
"http://dbpedia.org/resource/Iran_Dairy_Industries_Co.","http://dbpedia.org/resource/Iran",8000
"http://dbpedia.org/resource/Efes_Beverage_Group","http://dbpedia.org/resource/Turkey",8000
"http://dbpedia.org/resource/Guangxi_Sanhuan","http://dbpedia.org/resource/People's_Republic_of_China",8000
"http://dbpedia.org/resource/Electrica","http://dbpedia.org/resource/Romania",8000
"http://dbpedia.org/resource/ST_Aerospace","http://dbpedia.org/resource/Singapore",8000
"http://dbpedia.org/resource/Shopee","http://dbpedia.org/resource/Singapore",8000
"http://dbpedia.org/resource/Rexam","http://dbpedia.org/resource/England",8000
"http://dbpedia.org/resource/Kirkland's","http://dbpedia.org/resource/United_States",7900
"http://dbpedia.org/resource/Sandvik_Coromant","http://dbpedia.org/resource/Sweden",7900
"http://dbpedia.org/resource/CMS_Energy","http://dbpedia.org/resource/United_States",7887
"http://dbpedia.org/resource/FANUC","http://dbpedia.org/resource/Japan",7866
"http://dbpedia.org/resource/PKP_Intercity","http://dbpedia.org/resource/Poland",7851
"http://dbpedia.org/resource/Yamazaki_Mazak_Corporation","http://dbpedia.org/resource/Japan",7848
"http://dbpedia.org/resource/People's_Bank_(Sri_Lanka)","http://dbpedia.org/resource/Sri_Lanka",7836
"http://dbpedia.org/resource/Centrenergo","http://dbpedia.org/resource/Ukraine",7800
"http://dbpedia.org/resource/Del_Monte_Foods","http://dbpedia.org/resource/United_States",7800
"http://dbpedia.org/resource/Kajima","http://dbpedia.org/resource/Japan",7737
"http://dbpedia.org/resource/Doosan_Heavy_Industries_&_Construction","http://dbpedia.org/resource/South_Korea",7728
"http://dbpedia.org/resource/Ledesma_S.A.A.I.","http://dbpedia.org/resource/Argentina",7700
"http://dbpedia.org/resource/GDF_Suez_Romania","http://dbpedia.org/resource/Romania",7698
"http://dbpedia.org/resource/Amada_Co","http://dbpedia.org/resource/Japan",7678
"http://dbpedia.org/resource/South_Indian_Bank","http://dbpedia.org/resource/India",7677
"http://dbpedia.org/resource/Braskem","http://dbpedia.org/resource/Brazil",7656
"http://dbpedia.org/resource/Denel","http://dbpedia.org/resource/South_Africa",7634
"http://dbpedia.org/resource/Hyundai_Mobis","http://dbpedia.org/resource/South_Korea",7612
"http://dbpedia.org/resource/Hero_Cycles","http://dbpedia.org/resource/India",7610
"http://dbpedia.org/resource/Hero_Motors_Company","http://dbpedia.org/resource/India",7610
"http://dbpedia.org/resource/Fleetcor","http://dbpedia.org/resource/United_States",7600
"http://dbpedia.org/resource/Kongsberg_Maritime","http://dbpedia.org/resource/Norway",7600
"http://dbpedia.org/resource/Fraser_and_Neave","http://dbpedia.org/resource/Singapore",7600
"http://dbpedia.org/resource/Pubali_Bank","http://dbpedia.org/resource/Bangladesh",7587
"http://dbpedia.org/resource/JGC_Corporation","http://dbpedia.org/resource/Japan",7554
"http://dbpedia.org/resource/National_Instruments","http://dbpedia.org/resource/United_States",7552
"http://dbpedia.org/resource/Kuraray","http://dbpedia.org/resource/Japan",7550
"http://dbpedia.org/resource/Kyowa_Hakko_Kirin","http://dbpedia.org/resource/Japan",7532
"http://dbpedia.org/resource/Nissin_Foods","http://dbpedia.org/resource/Japan",7505
"http://dbpedia.org/resource/Kakira_Sugar_Works","http://dbpedia.org/resource/Uganda",7500
"http://dbpedia.org/resource/Katerra","http://dbpedia.org/resource/United_States",7500
"http://dbpedia.org/resource/Slalom_Consulting","http://dbpedia.org/resource/United_States",7500
"http://dbpedia.org/resource/Isle_of_Capri_Casinos","http://dbpedia.org/resource/United_States",7500
"http://dbpedia.org/resource/VR_Group","http://dbpedia.org/resource/Finland",7500
"http://dbpedia.org/resource/Aurecon","http://dbpedia.org/resource/Australia",7500
"http://dbpedia.org/resource/Red_Rooster","http://dbpedia.org/resource/Australia",7500
"http://dbpedia.org/resource/Aurecon","http://dbpedia.org/resource/South_Africa",7500
"http://dbpedia.org/resource/Guiana_Space_Centre","http://dbpedia.org/resource/France",7500
"http://dbpedia.org/resource/Ingenico","http://dbpedia.org/resource/France",7500
"http://dbpedia.org/resource/Guiana_Space_Centre","http://dbpedia.org/resource/French_Guiana",7500
"http://dbpedia.org/resource/Crate_&_Barrel","http://dbpedia.org/resource/U.S.",7500
"http://dbpedia.org/resource/Zagreb_Holding","http://dbpedia.org/resource/Croatia",7500
"http://dbpedia.org/resource/Grupo_Senda","http://dbpedia.org/resource/Mexico",7500
"http://dbpedia.org/resource/PageGroup","http://dbpedia.org/resource/United_Kingdom",7457
"http://dbpedia.org/resource/PageGroup","http://dbpedia.org/resource/Surrey",7457
"http://dbpedia.org/resource/Mechanical_and_Chemical_Industry_Corporation","http://dbpedia.org/resource/Turkey",7430
"http://dbpedia.org/resource/New_York_City_Department_of_Environmental_Protection","http://dbpedia.org/resource/Elmhurst,_Queens",7402
"http://dbpedia.org/resource/Jamesway","http://dbpedia.org/resource/United_States",7400
"http://dbpedia.org/resource/Atea_(company)","http://dbpedia.org/resource/Norway",7400
"http://dbpedia.org/resource/Mölnlycke_Health_Care","http://dbpedia.org/resource/Sweden",7400
"http://dbpedia.org/resource/SulAmérica_Seguros","http://dbpedia.org/resource/Brazil",7390
"http://dbpedia.org/resource/Brico_Dépôt","http://dbpedia.org/resource/France",7390
"http://dbpedia.org/resource/Japan_Finance_Corporation","http://dbpedia.org/resource/Japan",7364
"http://dbpedia.org/resource/Volvo_Buses","http://dbpedia.org/resource/Sweden",7353
"http://dbpedia.org/resource/Arkas_Container_Transport","http://dbpedia.org/resource/Turkey",7300
"http://dbpedia.org/resource/Askari_Bank","http://dbpedia.org/resource/Pakistan",7279
"http://dbpedia.org/resource/Diodes_Incorporated","http://dbpedia.org/resource/United_States",7271
"http://dbpedia.org/resource/Banco_Macro","http://dbpedia.org/resource/Argentina",7268
"http://dbpedia.org/resource/Rush_Enterprises","http://dbpedia.org/resource/United_States",7244
"http://dbpedia.org/resource/DMG_Mori_Aktiengesellschaft","http://dbpedia.org/resource/Germany",7236
"http://dbpedia.org/resource/Golden_Entertainment","http://dbpedia.org/resource/United_States",7200
"http://dbpedia.org/resource/Cellular_Sales","http://dbpedia.org/resource/United_States",7200
"http://dbpedia.org/resource/Promina_Group","http://dbpedia.org/resource/Australia",7200
"http://dbpedia.org/resource/Portuguese_Commercial_Bank","http://dbpedia.org/resource/Portugal",7189
"http://dbpedia.org/resource/Sanepar","http://dbpedia.org/resource/Brazil",7165
"http://dbpedia.org/resource/Recruit_Global_Staffing","http://dbpedia.org/resource/Netherlands",7160
"http://dbpedia.org/resource/CCR_S.A.","http://dbpedia.org/resource/Brazil",7129
"http://dbpedia.org/resource/KMG_International","http://dbpedia.org/resource/Romania",7100
"http://dbpedia.org/resource/KMG_International","http://dbpedia.org/resource/Netherlands",7100
"http://dbpedia.org/resource/Campina_(company)","http://dbpedia.org/resource/Netherlands",7099
"http://dbpedia.org/resource/Norwegian_Public_Roads_Administration","http://dbpedia.org/resource/Norway",7085
"http://dbpedia.org/resource/BRAC_Bank_Limited","http://dbpedia.org/resource/Bangladesh",7085
